Author,Recommender,Title,category,google_id,pages,publication_date
Nathan Jurgenson,Evan Spiegel,The Social Photo,['Photography'],7FlnDwAAQBAJ,144.0,2019-04-30
Madeline Miller,J.K. Rowling,The Song of Achilles,['Fiction'],FrXsTNgkEqgC,352.0,2011-09-05
Johann Wolfgang von Goethe,Ed Cooke,The Sorrows of Young Werther,['Fiction'],9mRjOFb9z7MC,176.0,2011-09-28
Tracy Kidder,Paul Graham,The Soul of A New Machine,['Computers'],JP0odQpUKUYC,293.0,2011-08-23
Lynne Twist,Brené Brown,The Soul of Money,['Business & Economics'],tAKODgAAQBAJ,336.0,2017-03-14
W. E. B. Du Bois,Jesse Williams,The Souls of Black Folk,['Literary Collections'],pDPCAgAAQBAJ,176.0,2012-03-09
William Faulkner,Oprah Winfrey,The Sound and the Fury,['Fiction'],C_muDwAAQBAJ,380.0,2019-09-12
Yoel Hoffman,Kevin Kelly,The Sound of the One Hand,"['BODY, MIND & SPIRIT']",2Yc-DwAAQBAJ,285.0,2016
James A. Michener,Ben Shapiro,The Source,['Fiction'],5MpTHkStChsC,1088.0,1983
Toni Morrison,Barack Obama,The Source of Self-Regard,['Literary Collections'],K-jEDwAAQBAJ,368.0,2020-01-14
Jody Hoffer Gittell,Ryan Petersen,The Southwest Airlines Way,['Business & Economics'],Ke1HRb6LiWwC,320.0,2003-01-09
James Dale Davidson,Naval Ravikant | Brian Armstrong | Ryan Shea,The Sovereign Individual,['Business & Economics'],gxDADwAAQBAJ,448.0,2020-02-04
Franz Borkenau,Noam Chomsky,The Spanish Cockpit,['History'],2TuFPwAACAAJ,303.0,1986-01-01
Joseph Addison,Paul Graham,The Spectator,,xghEAAAAYAAJ,220.0,1895
David Enrich,Marc Andreessen,The Spider Network,['Business & Economics'],EoWIDAAAQBAJ,528.0,2017-03-21
Charles A. Lindbergh,Peter Diamandis,The Spirit of St. Louis,['Biography & Autobiography'],lIld6SrHeW4C,576.0,2003-12-09
Mario Beauregard,Ray Dalio,The Spiritual Brain,['Religion'],_HrXOxDHFbQC,384.0,2009-03-17
Erik Larson,Keith Rabois,The Splendid and the Vile,['History'],8cifDwAAQBAJ,608.0,2020-02-25
David Epstein,Kelly Starrett,The Sports Gene,['Health & Fitness'],00eKDQAAQBAJ,352.0,2014
John le Carré,Malcolm Gladwell,The Spy Who Came in from the Cold,,CZ34QanqUBgC,,1963
Ben Macintyre,Casey Neistat,The Spy and the Traitor,['History'],hURBDwAAQBAJ,384.0,2018-09-18
-,David Lynch,The Srimad Devi Bhagavatam,['Religion'],Yt_vyESsw20C,612.0,2004-01-01
Ori Brafman,Ev Williams,The Starfish and the Spider,['Business & Economics'],be_4LRyepS8C,230.0,2006
H. A. Rey,Caroline Paul,The Stars,['Juvenile Nonfiction'],QiOsr9xanRoC,160.0,2008
Reid Hoffman,Michael McCullough,The Start-up of You,['Business & Economics'],uWdSEALLNYEC,304.0,2012-02-14
UNICEF,Noam Chomsky,The State of the World's Children,['Political Science'],lXa9DwAAQBAJ,106.0,1996-12-31
Margaret Laurence,Jordan Peterson,The Stone Angel,['Fiction'],vaaQBQAAQBAJ,318.0,2015-07-22
Vladimir Nabokov,Safi Bahcall,The Stories of Vladimir Nabokov,['Fiction'],eAQhuAZzfYIC,704.0,2011-02-16
David Wroblewski,Oprah Winfrey,The Story of Edgar Sawtelle,['Fiction'],LCC-6fnkzOIC,576.0,2009-03-19
Will Durant,Naval Ravikant,The Story of Philosophy,['Biography & Autobiography'],PXIg5EOsbIQC,543.0,1961
Andrew Robinson,Stewart Brand,The Story of Writing,['Alphabet'],V1mOzQEACAAJ,224.0,1999
E. Nesbit,J.K. Rowling,The Story of the Treasure Seekers,['Literary Criticism'],rMm9CgAAQBAJ,,2013-08-21
Douglas Murray,Marc Andreessen,The Strange Death of Europe,['Political Science'],Y6dxDwAAQBAJ,384.0,2018-06-14
Albert Camus,Kyle Maynard | George Bush,The Stranger,['Education'],TAWfCgAAQBAJ,,2015-09-22
Graham Farmelo,Eric Weinstein,The Strangest Man,['Biography & Autobiography'],-irFy3jOyMYC,560.0,2009-08-25
Michael E. Raynor,Ryan Holiday,The Strategy Paradox,['Business & Economics'],yYPpUisW2coC,320.0,2007-02-20
Thomas C. Schelling,Steven Pinker,The Strategy of Conflict,['Political Science'],7RkL4Z8Yg5AC,309.0,1980
Bill Starr,Pavel Tsatsouline,The Strongest Shall Survive,['Football'],P8sgNAAACAAJ,209.0,1978
Thomas S. Kuhn,Paul Graham | Mark Zuckerberg | Steve Jobs | Stanislav Grof,The Structure of Scientific Revolutions,['Science'],xnjS401VuFMC,212.0,1996
Mark Manson,Tim Urban | Abraham Mutai,The Subtle Art of Not Giving a F*ck,['Self-Help'],yng_CwAAQBAJ,224.0,2016-09-13
Michael J. Mauboussin,Keith Rabois,The Success Equation,['Business & Economics'],MC_fgWrQXBgC,293.0,2012
Anthony Ray Hinton,Oprah Winfrey,The Sun Does Shine,['Biography & Autobiography'],IBw0DwAAQBAJ,272.0,2018-03-27
Charles J. Murray,Sam Altman,The Supermen,['Computers'],VsA86kiUkC0C,232.0,1997-01-18
Michael A. Singer,Naval Ravikant,The Surrender Experiment,['Self-Help'],X4h5BAAAQBAJ,272.0,2015-06-02
John McPhee,Nick Thompson,The Survival of the Bark Canoe,['Social Science'],BEnRXfL7baEC,160.0,1982-05-01
Stephen Greenblatt,Nick Kokonas,The Swerve,['History'],MLZ-Bq-P6JMC,368.0,2011-09-26
Carl Jung,Jordan Peterson,The Symbolic Life,['Psychoanalysis'],ndI9AAAAIAAJ,904.0,1977
Viet Thanh Nguyen,Bill Gates,The Sympathizer,['Fiction'],dYYVBgAAQBAJ,384.0,2015-04-02
Isaac Newton,Neil deGrasse Tyson,The System of the World,['Celestial mechanics'],rEYUAAAAQAAJ,154.0,1728
Neal Stephenson,Lewis Cantley,The System of the World,['Fiction'],FJgTILbX0IsC,928.0,2009-10-13
Tom Brady,Tony Robbins,The TB12 Method,['Sports & Recreation'],5xQrDwAAQBAJ,320.0,2017-09-19
Daniel Coyle,Joe Rogan | Peter Attia | Kelly Starrett,The Talent Code,['Self-Help'],gIHSN-ht0xQC,256.0,2009-04-28
Daniel Reid,Kelly Slater,"The Tao of Health, Sex, and Longevity",['Family & Relationships'],4bbSBgAAQBAJ,405.0,1989-07-15
John Heider,Dustin Moskovitz,The Tao of Leadership,['Business & Economics'],FoZ0BAAAQBAJ,180.0,2014-09-01
R.L. Wing,Jerzy Gregorek,The Tao of Power,['Philosophy'],Mw-KtYRQHhoC,180.0,1979
Edna Lewis,Samin Nosrat,The Taste of Country Cooking,['Cooking'],EMyhI0tKjZsC,304.0,2012-06-27
Carlos Castaneda,Aubrey Marcus,The Teachings of Don Juan,['Social Science'],C3dxDwAAQBAJ,240.0,2016-05-03
Dr. Elizabeth Blackburn,Jack Kornfield,The Telomere Effect,['Health & Fitness'],6C8aDAAAQBAJ,302.0,2017-01-03
Donald R. Keough,Warren Buffett,The Ten Commandments for Business Failure,['Business & Economics'],BxtBwF7LSE4C,196.0,2011-06-28
Jack Carr,Jocko Willink,The Terminal List,['Fiction'],0BwyDwAAQBAJ,416.0,2018-03-06
Jory John,Joel Stein,The Terrible Two,['Juvenile Fiction'],Vn16CAAAQBAJ,224.0,2016-01-12
Leonard Susskind,Eric Weinstein,The Theoretical Minimum,['Science'],LX2-AQAAQBAJ,384.0,2014-02-25
Tim O'Brien,Caroline Paul,The Things They Carried,['Fiction'],Op6eKrkxPq4C,256.0,2009-10-13
Jared Diamond,Charlie Munger,The Third Chimpanzee,['Social Science'],9TVNmDojtzUC,432.0,2006-01-03
Raghuram Rajan,Vinod Khosla,The Third Pillar,['Business & Economics'],VdLMDwAAQBAJ,464.0,2020-02-25
Steve Case,Naval Ravikant,The Third Wave,['Biography & Autobiography'],BuulDgAAQBAJ,272.0,2017-04-18
C. V. Wedgwood,Ta-Nehisi Coates,The Thirty Years War,['History'],PvqmDAAAQBAJ,536.0,2016-09-13
David Mitchell,Caterina Fake,The Thousand Autumns of Jacob de Zoet,['Fiction'],-76GjNpR9VUC,496.0,2010-06-29
Cixin Liu,Naval Ravikant | Mark Zuckerberg | Adam Savage | Tim Urban | Liv Boeree,The Three-Body Problem,['Fiction'],QxbFBAAAQBAJ,399.0,2014-11-11
Padmasambhava,Stanislav Grof,The Tibetan Book of the Dead,['Religion'],VjMc7qFjbB8C,320.0,2013-03-12
John Vaillant,Ryan Holiday,The Tiger,['Political Science'],lR6rlkBuIGAC,352.0,2010-08-24
Téa Obreht,Caterina Fake,The Tiger's Wife,['Fiction'],iANCcNsVbzcC,352.0,2011-03-08
Christopher Alexander,Liz Lambert,The Timeless Way of Building,['Architecture'],H6CE9hlbO8sC,552.0,1979
Malcolm Gladwell,Joe Rogan | Ev Williams | Kevin Rose | Mike Shinoda,The Tipping Point,['Psychology'],yBDBEGBIUmgC,288.0,2006-11-01
Don Miguel Ruiz,Aubrey Marcus | Aubrey Marcus,The Toltec Art of Life and Death,['Self-Help'],zgR4BgAAQBAJ,416.0,2015-10-27
Phil Stutz,Whitney Cummings | Graham Duncan,The Tools,['Self-Help'],sHCN-EVwW3cC,224.0,2012-05-29
Bronnie Ware,"Mike Maples, Jr.",The Top Five Regrets of the Dying,['Self-Help'],_Fg8qzdvhwsC,229.0,2011
Ben Lerner,Barack Obama,The Topeka School,['Fiction'],8ZqEDwAAQBAJ,304.0,2019-10-01
Dave Ramsey,Shay Carl,The Total Money Makeover,['Business & Economics'],DpqPwAk8UvYC,259.0,2009-12-29
Morton J. Horwitz,Noam Chomsky,"The Transformation of American Law, 1870-1960",['Law'],0V_nBwAAQBAJ,384.0,1994-12-15
Steven A. Rosenberg,Peter Attia,The Transformed Cell,['Cancer'],zyBhHAAACAAJ,353.0,1992
Shirley Hazzard,Sam Altman,The Transit of Venus,['Australians'],UFx3zQEACAAJ,,2021
Ibn Battutah,Donald Knuth,The Travels of Ibn Battutah,['Literary Criticism'],5liThPdgSpoC,325.0,2003
Marco Polo,Ricardo Semler,The Travels of Marco Polo,['Asia'],SypYS7GO6UEC,368.0,1845
Bill Cosby,Oprah Winfrey,The Treasure Hunt,['Juvenile Fiction'],G1PFQgAACAAJ,40.0,1997
Franz Kafka,Kara Swisher,The Trial,['Fiction'],ac58euQ72lIC,304.0,2012-10-03
I. F. Stone,Sam Altman,The Trial of Socrates,['History'],8mDOCAAAQBAJ,336.0,2015-05-21
Jason Redman,Jocko Willink,The Trident,['Biography & Autobiography'],K9WiB8fY48oC,400.0,2013-11-05
Eric Hoffer,Eric Weinstein | George Raveling,The True Believer,['Social Science'],pRxBBnyBvcYC,192.0,2011-05-10
Nate Miyaki,Naval Ravikant,The Truth about Carbs,,9qE9rgEACAAJ,136.0,2014-11-26
Ayana Mathis,Oprah Winfrey,The Twelve Tribes of Hattie,['Fiction'],DwJVdWgKscwC,256.0,2012-12-06
Charles R. Morris,Marc Andreessen,The Tycoons,['Biography & Autobiography'],nDyoa2rMbSIC,400.0,2006-10-03
Julian Lincoln Simon,Kevin Kelly,The Ultimate Resource,['Business & Economics'],0dLgDwAAQBAJ,,2020-07-07
Chet Holmes,Noah Kagan,The Ultimate Sales Machine,['Business & Economics'],idJDnNZFW8IC,252.0,2007
Milan Kundera,Ev Williams | Shah Rukh Khan | Evan Spiegel | Alain de Botton | Justin Boreta,The Unbearable Lightness of Being,['Fiction'],7QpErH6s8hcC,320.0,2004-05-04
Daniel C. Hallin,Noam Chomsky,The Uncensored War,['History'],kmpYUSYLD8MC,285.0,1989-04-14
Tim Harford,Naval Ravikant,The Undercover Economist,['Business & Economics'],CFjupwQOgD4C,293.0,2012
Colson Whitehead,Barack Obama | Oprah Winfrey | John Legend,The Underground Railroad,['Fiction'],xYtIDwAAQBAJ,336.0,2018-01-30
Karla Cornejo Villavicencio,Selena Gomez,The Undocumented Americans,['Social Science'],X6RtDwAAQBAJ,208.0,2020-03-24
Michael Lewis,Ray Dalio | Mark Cuban,The Undoing Project,['Science'],xpJHDAAAQBAJ,320.0,2016-12-06
David Wallace-Wells,Vinod Khosla | Tim Urban,The Uninhabitable Earth,,HWbRDwAAQBAJ,384.0,2020-03-17
David F. Schmitz,Noam Chomsky,"The United States and Fascist Italy, 1922-1940",['History'],G4U6DwAAQBAJ,288.0,2017-11-01
Jules R. Benjamin,Noam Chomsky,The United States and the Origins of the Cuban Revolution,['History'],oNfgDwAAQBAJ,,2020-07-07
Kevin Roose,A.J. Jacobs,The Unlikely Disciple,['Biography & Autobiography'],QhgbE5eCBzkC,336.0,2009-03-26
Michael A. Singer,Naval Ravikant | Ryan Hoover,The Untethered Soul,"['Body, Mind & Spirit']",K2Mzh5uEEB4C,280.0,2009-10
Mike Carey,Naval Ravikant,The Unwritten,['Comics & Graphic Novels'],d-ZSDQAAQBAJ,320.0,2016-12-20
Eknath Easwaran,Caterina Fake,The Upanishads,,rFQyA7SbPVsC,412.0,2010-06-01
Edward Conard,Ray Dalio,The Upside of Inequality,['Business & Economics'],Xr-2CgAAQBAJ,320.0,2016-09-13
Kelly McGonigal,Keith Rabois,The Upside of Stress,['Self-Help'],T2oBDAAAQBAJ,304.0,2016-05-10
Paul Farmer,Noam Chomsky,The Uses of Haiti,['History'],JXlqAAAAMAAJ,479.0,2006
Eve Ensler,Emma Watson,The Vagina Monologues,['Drama'],goxyfOOpyXgC,222.0,2007
William James,Mark Zuckerberg,The Varieties of Religious Experience,['Conversion'],WRkMAAAAIAAJ,534.0,1905
Alan Downs,Soman Chainani,The Velvet Rage,['Social Science'],KXhXzJNpyXwC,272.0,2012-06-05
Margery Williams,Amanda Palmer,The Velveteen Rabbit,['Juvenile Fiction'],e3YPclQk-dwC,36.0,2011-11-17
Tom Standage,Ev Williams,The Victorian Internet,['History'],o5NyDwAAQBAJ,256.0,2018-08-14
Thomas Sowell,Keith Rabois,The Vision of the Anointed,['Political Science'],4yKUDwAAQBAJ,320.0,2019-07-23
Edward R. Tufte,Jeff Atwood,The Visual Display of Quantitative Information,,qmjNngEACAAJ,200.0,2001-04-20
Nick Lane,Bill Gates,The Vital Question,,JoR3MAEACAAJ,352.0,2015-04-23
Hayden Carruth,Debbie Millman,The Voice That Is Great Within Us,['Poetry'],flxaAAAAMAAJ,165.0,1985
Don Miguel Ruiz,Alicia Keys,The Voice of Knowledge,['Self-Help'],NL5uimXQQj8C,248.0,2010-02-01
Jamil Zaki,Arianna Huffington,The War for Kindness,['Psychology'],Bz11DwAAQBAJ,288.0,2019-06-04
Steven Pressfield,Joe Rogan | Ryan Holiday | Aubrey Marcus | Seth Godin | Daniel Pink | Derek Sivers | Brian Koppelman | Lex Fridman | Soman Chainani | Marie Forleo,The War of Art,['Self-Help'],sR3hAAAAQBAJ,192.0,2002-06-03
Heather Mac Donald,Ben Shapiro,The War on Cops,['Political Science'],VY0SDgAAQBAJ,248.0,2017-09-19
Anthony Trollope,Tim O’Reilly,The Warden,,JPtCiusxsugC,,1905
Isabel Wilkerson,Barack Obama | Alicia Keys,The Warmth of Other Suns,['History'],Y03WKII5m7QC,640.0,2010-09-07
Robert G. Hagstrom,Charlie Munger,The Warren Buffett Portfolio,['Business & Economics'],ieLS_WwUmmwC,256.0,2000-11-20
Robert G. Hagstrom,Howard Marks,The Warren Buffett Way,['Business & Economics'],xmgzFy71zUkC,272.0,2010-05-13
Ori Hofmekler,Charles Poliquin,The Warrior Diet,['Health & Fitness'],J62xog_mHhwC,312.0,2009-03-03
Steven Pressfield,Aubrey Marcus,The Warrior Ethos,['Philosophy'],OSXjAAAAQBAJ,112.0,2011-03-02
Rebecca Costa,Donald Trump,The Watchman's Rattle,['Science'],uHfdaFN22TsC,384.0,2010-10-12
Ta-Nehisi Coates,Oprah Winfrey,The Water Dancer,['Fiction'],iUmHDwAAQBAJ,416.0,2019-09-24
Jeff Goodell,Stewart Brand,The Water Will Come,['Nature'],LWxFDgAAQBAJ,352.0,2017-10-24
Michael Meade,Jack Kornfield,The Water of Life,['Social Science'],nWpoPgAACAAJ,396.0,2006-10-01
E.L. Doctorow,Ta-Nehisi Coates,The Waterworks,['Fiction'],890TpgW-o7AC,272.0,2010-11-17
Mahlon Hoagland,Stewart Brand,The Way Life Works,['Science'],hHpFMh902XEC,376.0,2001
C. van Amerongen,"Mike Maples, Jr.",The Way Things Work,['Technology'],5oqFzQEACAAJ,,1967
Anthony Trollope,Tim O’Reilly,The Way We Live Now,,c_sBAAAAQAAJ,320.0,1875
Witter Bynner,Ev Williams | Tim O’Reilly | Dr. Andrew Weil,"The Way of Life, According to Laotzu","['Philosophy, Asian']",3AJ5AAAAMAAJ,99.0,1972
Lama Anagarika Govinda,Steve Jobs,The Way of White Clouds,['Philosophy'],JrUbqfgQ898C,320.0,2012-07-31
Alan W. Watts,Steve Jobs,The Way of Zen,['Philosophy'],5NuOYxuDbS0C,256.0,2011-02-16
Joseph Campbell,Stanislav Grof,The Way of the Animal Powers,['Religion'],RNpIAQAAIAAJ,304.0,1983
David Deida,Aubrey Marcus | Noah Kagan,The Way of the Superior Man,"['Body, Mind & Spirit']",1eW-Oxa3M9UC,292.0,2008-09
David S. Landes,Charlie Munger,The Wealth and Poverty of Nations,['Business & Economics'],dwC-xsY48TsC,658.0,1999
Adam Smith,Naval Ravikant | Elon Musk | Noam Chomsky | Neil deGrasse Tyson | Nick Szabo | Brandon Stanton,The Wealth of Nations,['Classical school of economics'],-WxKAAAAYAAJ,,1902
Yochai Benkler,"Mike Maples, Jr.",The Wealth of Networks,['Business & Economics'],Q08oChJj8HQC,515.0,2006
Tim Flannery,Richard Branson,The Weather Makers,['Juvenile Nonfiction'],bT5h_EUJLIUC,303.0,2009
Harold Bloom,Stewart Brand,The Western Canon,['Literary Criticism'],bLDqDwAAQBAJ,562.0,2014-06-17
Carlos Castaneda,Aubrey Marcus,The Wheel of Time,['Shamanism'],090jAQAAIAAJ,281.0,1999
Joan Didion,Anthony Bourdain | Kara Swisher,The White Album,['Literary Collections'],yT_FDgAAQBAJ,224.0,2017-05-09
Robert Graves,Caterina Fake,The White Goddess,['Literary Criticism'],XHwaVK17cf0C,544.0,2011-02-03
Richard Price,Ben Shapiro,The Whites,['Fiction'],fvZMBAAAQBAJ,352.0,2015-02-17
Ed Krol,Tim O’Reilly,The Whole Internet User's Guide & Catalog,['Computers'],hRcYAAAACAAJ,609.0,1996
Timothy Ferris,Eric Weinstein,The Whole Shebang,['Science'],qjYbQ7EBAKwC,400.0,1998-07-06
Daniel J. Siegel,Graham Duncan,The Whole-Brain Child,['Family & Relationships'],tPnEthnZ4nQC,176.0,2012
Friedrich Nietzsche,Jordan Peterson,The Will to Power,['Philosophy'],_ZeWDwAAQBAJ,240.0,2019-08-14
Kelly McGonigal Ph.D.,Jane McGonigal,The Willpower Instinct,['Psychology'],evc6jaibNd8C,272.0,2011-12-29
Kenneth Grahame,J.K. Rowling | Anthony Bourdain,The Wind in the Willows,['Animals'],iAVPjpphQ90C,178.0,1915
Haruki Murakami,Brian Koppelman,The Wind-Up Bird Chronicle,['Fiction'],A_mQPAqfte8C,624.0,2010-08-11
James Surowiecki,Ev Williams | Ben Shapiro | Kevin Rose,The Wisdom of Crowds,['Business & Economics'],hHUsHOHqVzEC,336.0,2005-08-16
Don Richard Riso,Kristen Ulmer,The Wisdom of the Enneagram,['Psychology'],lysqAQAAMAAJ,389.0,1999
Randall E. Stross,Marc Andreessen,The Wizard of Menlo Park,['Biography & Autobiography'],80DOJad-0RYC,376.0,2008-03
Diane von Furstenberg,Karlie Kloss,The Woman I Wanted to Be,['Biography & Autobiography'],vYnqAQAAQBAJ,256.0,2014-10-28
Ying-Ying Chang,Jocko Willink,The Woman Who Could Not Forget,['Biography & Autobiography'],piFbBAAAQBAJ,456.0,2012-07-01
Roddy Doyle,J.K. Rowling,The Woman Who Walked into Doors,['Fiction'],BjM2nDp_0fcC,226.0,1997-01-01
Thomas L. Friedman,Bill Gates | Fareed Zakaria | Jon Stewart,The World Is Flat,['Diffusion of innovations'],cFqJ0biC89YC,672.0,2007-10-10
Jared Diamond,Bill Gates,The World Until Yesterday,['Social Science'],nech105NsugC,512.0,2013-01-10
Peter Laslett,Paul Graham,The World We Have Lost,['Grande-Bretagne - Conditions sociales'],_P8DAQAAIAAJ,280.0,1965
Alan Weisman,Ev Williams | Richard Branson,The World Without Us,['Science'],HbAqDe81egIC,324.0,2007-07-10
Ben Rhodes,Barack Obama,The World as It Is,['Political Science'],O19KDwAAQBAJ,480.0,2018-06-05
Huston Smith,Jordan Peterson,The World's Religions,['History'],iGvmzNx8KDYC,399.0,1991-09-13
David McCullough,Brian Armstrong | Bob Iger | Ed Zschau,The Wright Brothers,['Biography & Autobiography'],drS2CAAAQBAJ,320.0,2015-05-05
Christopher Vogler,Jon Favreau | Darren Aronofsky,The Writers Journey,['Creative writing'],NOiNPwAACAAJ,407.0,2007
Scott Berkun,Matt Mullenweg,The Year Without Pants,['Business & Economics'],RXJ2AAAAQBAJ,272.0,2013-08-20
Robert A. Caro,Brandon Stanton,The Years of Lyndon Johnson,['Biography & Autobiography'],wBE-34_KfcAC,1232.0,2009-07-22
Sarah M. Broom,Barack Obama,The Yellow House,['Biography & Autobiography'],Vm-DDwAAQBAJ,,2019-08-13
Sri Swami Satchidananda,Naval Ravikant | Jack Dorsey,The Yoga Sutras of Patanjali,['Exercise in pregnancy'],eKtFAAAAYAAJ,53.0,1976
Marc Andreessen,Keith Rabois,The pmarca Blog Archives,['Technology & Engineering'],6--GDwAAQBAJ,304.0,2019-02-26
Maziar Bahari,Jon Stewart,Then They Came for Me,['Biography & Autobiography'],2Xj9Hn_F2lEC,356.0,2011
John Grisham,Doris Kearns Goodwin | Doris Kearns Goodwin,Theodore Boone,['Juvenile Fiction'],FgUdDgAAQBAJ,289.0,2014-04
Tommy Orange,Barack Obama,There There,['Fiction'],oNY0DwAAQBAJ,304.0,2018-06-05
Behzad Mohit,Naval Ravikant,Thermoinfocomplexity,,PubvsgEACAAJ,,2015-05-20
Jill Lepore,Bill Gates,These Truths,['History'],v2ZSDwAAQBAJ,960.0,2018-09-18
Randall Munroe,Bill Gates | Naval Ravikant,Thing Explainer,['Science'],tcn2nAAACAAJ,61.0,2017-10-05
Chinua Achebe,Barack Obama | Jacqueline Novogratz,Things Fall Apart,['Fiction'],CGaDj8r13WcC,148.0,1996
Napoleon Hill,Neville Medhora | Daymond John | Shay Carl,Think and Grow Rich,['Business & Economics'],03CuBAAAQBAJ,300.0,2014-10-03
Jiddu Krishnamurti,Naval Ravikant,Think on These Things,['Religion'],IsldnzHkxpsC,272.0,2010-08-10
Chungliang Al Huang,Jon Call,"Thinking Body, Dancing Mind",['Philosophy'],YTlQdB8vb7IC,336.0,2009-07-29
John Sayles,Judd Apatow,Thinking In Pictures,['Performing Arts'],jZjatAEACAAJ,336.0,2003-07-03
Lewis Carroll Epstein,Naval Ravikant,Thinking Physics,['Juvenile Nonfiction'],Q9ZINwAACAAJ,561.0,2002
Annie Duke,"Marc Andreessen | Seth Godin | Max Levchin | Mike Maples, Jr.",Thinking in Bets,['Business & Economics'],CI-RDwAAQBAJ,288.0,2019-05-07
Donella H. Meadows,Tobi Lütke,Thinking in Systems,['Business & Economics'],CpbLAgAAQBAJ,218.0,2008
Richard E. Neustadt,Stewart Brand,Thinking in Time,['Business & Economics'],zsLyWT70YSEC,352.0,2011-08-23
Daniel Kahneman,Bill Gates | Naval Ravikant | Ev Williams | Stewart Brand | Marc Andreessen | Ray Dalio | Sam Altman | Scott Adams | Bryan Johnson | Derek Sivers | Ron Conway,"Thinking, Fast and Slow",['Psychology'],TA7Q27RWlj0C,512.0,2011-11-01
Scott Harrison,Seth Godin,Thirst,['Biography & Autobiography'],2JisswEACAAJ,336.0,2018-10-02
David Foster Wallace,Peter Attia | Hugh Jackman,This Is Water,['Self-Help'],lfAFVtz-at8C,144.0,2009-04-14
Daniel J. Levitin,Vinod Khosla | Justin Boreta,This Is Your Brain on Music,['Psychology'],prV4UrZ2df0C,314.0,2006
Demetri Martin,Rainn Wilson,This Is a Book,['Humor'],y4nmOe0-WD0C,288.0,2011-04-25
Carmen M. Reinhart,Bill Gates,This Time Is Different,['Business & Economics'],Iihe6s0XincC,463.0,2011-08-07
Earl Nightingale,Neville Medhora,This is Earl Nightingale,['Success'],sLlZAAAAYAAJ,334.0,1969
Amal El-Mohtar,Ezra Klein | Craig Newmark,This is How You Lose the Time War,['Fiction'],8EyBDwAAQBAJ,208.0,2019-07-16
Rabbi Daniel Lapin,Dave Ramsey,Thou Shall Prosper,['Business & Economics'],CV0sRGpwv_IC,384.0,2009-10-02
W. G. Sebald,Caterina Fake,Three Book Sebald Set,['Fiction'],ZhJPDQAAQBAJ,816.0,2016-11-08
Mae West,Dita Von Teese,Three Plays: Sex / The Drag / The Pleasure Man,['Music'],WWY7q_cZ_6QC,246.0,1997
Robert Wright,Charlie Munger,Three Scientists and Their Gods,['Science'],2e62AAAAIAAJ,324.0,1988
Arianna Huffington,Suzy Amis Cameron,Thrive,['Biography & Autobiography'],MIUpAgAAQBAJ,352.0,2014-03-25
William Reeder Jr.,Jocko Willink,Through the Valley,['History'],lWMgDAAAQBAJ,256.0,2016-04-15
Kerry Howley,Anthony Bourdain,Thrown,['Social Science'],mLF5DwAAQBAJ,290.0,2014-09-22
Jeff Benedict,Noah Kagan,Tiger Woods,['Biography & Autobiography'],HdaLDwAAQBAJ,512.0,2019-04-02
Alexander Shulgin,Hamilton Morris | James Fadiman,Tihkal,['Biography & Autobiography'],jl_ik66IumUC,804.0,1997
James Gleick,Stewart Brand,Time Travel,['History'],jC0yDwAAQBAJ,352.0,2017-09-05
John le Carré,Malcolm Gladwell,"Tinker, Tailor, Soldier, Spy",['Fiction'],MFEajdUgSnMC,400.0,2011-06-07
Cheryl Strayed,Emma Watson | Ryan Holiday,Tiny Beautiful Things,['Biography & Autobiography'],nRKaENKW-4YC,304.0,2012-07-10
David Stumpf,Bill Gates,Titan II,['HISTORY'],0ZjeIfgG2AoC,320.0,2000
Harper Lee,Taylor Swift | Oprah Winfrey | Jordan Peterson,To Kill a Mockingbird,['Drama'],0NEbHGREK7cC,80.0,1970
Arthur Herman,Nick Szabo,To Rule the Waves,['History'],dF2W7BAo4x0C,688.0,2005-10-25
Phillip Lopate,Rolf Potts,To Show and to Tell,['Language Arts & Disciplines'],vSdHLFCq0NMC,240.0,2013-02-12
Vivek H Murthy M.D.,Malcolm Gladwell | Daniel Pink | Susan Cain | Ben Silbermann,Together,['Loneliness'],_rtOygEACAAJ,352.0,2020-04-28
Henri Troyat,Jordan Peterson,Tolstoy,['Biography & Autobiography'],7kDJ3s1mcZcC,762.0,2001
Danilo Kis,Caterina Fake,Tomb for Boris Davidovich,['Fiction'],rC4XxsMPJq4C,145.0,2001
Pamela C. Ronald,Bill Gates,Tomorrow's Table,['Science'],LW_RCwAAQBAJ,232.0,2010-01-08
Andrew Ross Sorkin,Bill Gates | Max Levchin | Jon Stewart,Too Big to Fail,['Business & Economics'],puiix3gNAVsC,640.0,2010-09-07
Gordon Livingston,Naval Ravikant,"Too Soon Old, Too Late Smart",['Conduct of life'],fuOMOQAACAAJ,347.0,2008
Brad Smith,Bill Gates | Walter Isaacson | Reed Hastings,Tools and Weapons,['Business & Economics'],8MyuDwAAQBAJ,368.0,2019
Tim Ferriss,Jocko Willink | Mr. Money Mustache | Daniel Pink | Tim Urban | George Raveling | Kevin Rose | Greg McKeown | Greg Norman,Tools of Titans,['Self-Help'],D1OHDQAAQBAJ,736.0,2017-01-02
J. Theophrastus Bartholomew,Jeff Atwood,"Top 10 Games You Can Play In Your Head, By Yourself",['Games & Activities'],7DW6wgEACAAJ,200.0,2019-02-27
